Image_ID,NDVI_Min,NDVI_Max,NDVI_Mean,NDVI_Std,RGB_Min,RGB_Max,RGB_Mean,RGB_Std,VV_Min,VV_Max,VV_Mean,VV_Std,VH_Min,VH_Max,VH_Mean,VH_Std
783B,-0.2707659,0.90436935,0.7437955,0.118193954,6.0,255.0,29.532013,16.438112,0.0,239.0,124.68839,21.2121,0.0,151.0,77.14295,19.422112
784A,0.30054906,0.84402657,0.74564505,0.024661666,8.0,67.0,28.162542,9.286809,93.0,191.0,151.2374,8.622552,38.0,127.0,87.022316,8.888758
784B,0.37947306,0.8711613,0.76467586,0.034985024,6.0,66.0,26.831625,10.255237,89.0,198.0,150.54913,8.689895,25.0,139.0,87.974205,9.14134
785A,-0.42024964,0.9340278,0.8472774,0.18246076,4.0,255.0,20.769442,11.064543,0.0,200.0,147.7519,21.204397,0.0,143.0,91.99078,18.08657
785B,-0.45709828,0.9295238,0.8302341,0.22212528,5.0,255.0,21.176836,12.03933,0.0,233.0,146.93529,24.078773,0.0,145.0,90.810646,20.246386
786A,0.57261986,0.90903723,0.83984905,0.022838091,11.0,69.0,27.360184,8.235474,77.0,201.0,146.61278,13.064962,23.0,139.0,90.32816,12.590386
786B,0.58166784,0.9136391,0.84016705,0.0221674,10.0,62.0,27.411707,8.104157,76.0,194.0,147.08025,12.780705,19.0,136.0,90.69013,12.315419
787A,-0.30126184,0.7276342,0.41346818,0.090339,13.0,255.0,73.22738,21.45984,16.0,157.0,89.802925,11.586916,0.0,95.0,26.057953,16.41712
787B,-0.20509194,0.73178256,0.44427308,0.090939514,14.0,255.0,67.92618,18.688057,14.0,251.0,93.77524,11.429453,0.0,117.0,34.609303,15.757007
788A,0.091351025,0.8613861,0.57782114,0.106068455,5.0,255.0,34.291225,15.220058,26.0,230.0,125.923546,25.163511,0.0,162.0,76.7778,22.895086
788B,0.06475159,0.85519314,0.53736204,0.103960246,7.0,255.0,39.07378,16.00582,40.0,223.0,130.58388,20.99026,4.0,152.0,78.98323,19.222437
789A,-0.17177345,0.8933816,0.5262372,0.14769286,9.0,255.0,72.6364,35.83776,0.0,255.0,123.46305,20.960567,0.0,155.0,69.14406,21.111526
789B,-0.22423147,0.93735105,0.4776812,0.18166679,4.0,255.0,82.57495,40.872997,13.0,255.0,122.20086,20.591427,0.0,255.0,65.506294,20.02869
78A,-0.097486205,0.9537849,0.7393024,0.12767804,0.0,255.0,36.650253,18.976166,47.0,255.0,138.56966,16.403421,0.0,255.0,84.199326,14.644217
78B,-0.31578946,0.99927455,0.7162194,0.14661047,0.0,255.0,38.86084,22.044598,35.0,255.0,136.46121,18.150671,0.0,255.0,81.92021,16.621742
790A,-0.39988846,0.8549072,0.49437958,0.18056872,20.0,255.0,63.91281,26.878183,12.0,255.0,135.54997,23.391878,0.0,255.0,77.73429,21.77562
790B,-0.22229551,0.87670696,0.47522473,0.15998858,20.0,255.0,62.76956,24.11667,26.0,255.0,136.59206,25.57248,0.0,255.0,77.899086,22.745747
791A,-0.37691003,0.8891486,0.5256194,0.16171329,13.0,225.0,57.191467,19.885279,0.0,255.0,116.8926,17.564024,0.0,226.0,58.52704,17.755226
791B,-0.5145845,0.8713401,0.4063337,0.18345806,12.0,237.0,63.713623,26.410593,0.0,255.0,114.101524,22.711355,0.0,251.0,52.891693,21.886942
792A,0.17210683,0.92453706,0.8524554,0.035222054,9.0,184.0,24.003653,7.8328953,68.0,185.0,145.17085,9.324987,14.0,130.0,88.06659,9.131833
792B,0.60573375,0.9272329,0.8476413,0.028821506,7.0,65.0,24.054132,7.4502316,98.0,184.0,146.30598,7.979288,39.0,124.0,89.02328,8.183049
793A,0.01171875,0.917692,0.6077069,0.20124961,16.0,232.0,52.801464,23.447794,69.0,213.0,130.99667,12.227943,0.0,206.0,81.21021,14.293447
793B,0.005586592,0.9287113,0.7345545,0.14736839,10.0,255.0,45.439297,20.290035,67.0,191.0,134.50148,10.806955,15.0,134.0,84.71801,12.628953
794A,-0.43309352,0.89433384,0.37888467,0.22615974,3.0,255.0,66.869286,38.101906,0.0,255.0,140.65071,32.10871,0.0,203.0,77.555504,32.04501
794B,-0.4950249,0.76324207,0.22185712,0.10984682,7.0,255.0,78.690414,30.71478,0.0,255.0,131.59892,43.968113,0.0,215.0,61.500473,38.2771
795A,-0.45084745,0.92313606,0.5680388,0.19578362,9.0,219.0,53.323414,17.678564,0.0,172.0,98.69523,24.030123,0.0,118.0,44.86851,21.710545
795B,-0.22651933,0.93041605,0.6378118,0.1548523,10.0,226.0,50.804066,19.380728,0.0,210.0,109.27421,20.231455,0.0,108.0,52.5844,19.868013
796A,-0.30892956,0.9067744,0.5007006,0.15766722,14.0,229.0,49.24895,16.576233,0.0,218.0,120.95928,17.121986,0.0,132.0,60.688507,18.436306
796B,-0.12618949,0.9256678,0.53853524,0.19584359,15.0,255.0,50.789516,18.002384,4.0,225.0,114.09241,16.200783,0.0,173.0,52.854412,16.946571
797A,0.17857143,0.8980199,0.79457974,0.095549405,10.0,117.0,28.409384,10.826352,70.0,182.0,139.47282,12.041702,16.0,128.0,82.8508,10.976681
797B,0.25696173,0.912379,0.7671942,0.12823823,9.0,93.0,29.227076,11.627963,72.0,184.0,137.08693,12.145285,29.0,126.0,82.746025,10.392319
798A,-0.17715533,0.89098996,0.4550227,0.1137582,17.0,255.0,72.03894,23.819092,35.0,237.0,117.17777,13.993337,0.0,127.0,67.56432,14.891119
798B,-0.08111702,0.89073735,0.44401962,0.14342849,17.0,255.0,75.3241,27.077917,38.0,255.0,115.649635,16.589087,0.0,130.0,65.14634,18.274641
799A,-0.07180202,0.8720749,0.329577,0.14865048,11.0,255.0,71.77163,25.027212,36.0,251.0,86.98521,13.857267,0.0,232.0,10.906837,15.756832
799B,-1.0,0.888,0.3205549,0.18385945,4.0,255.0,66.57361,26.186186,0.0,239.0,90.401146,15.759526,0.0,167.0,18.198093,21.200188
79A,0.1526286,0.93542653,0.67490447,0.08637885,4.0,155.0,37.069183,14.221649,67.0,197.0,110.758545,13.481473,8.0,108.0,59.613323,14.55483
79B,0.35419354,0.92515534,0.671854,0.078455605,5.0,106.0,35.21932,12.052836,69.0,158.0,105.51272,13.246364,17.0,109.0,56.924175,12.92479
7A,0.1680798,0.8242089,0.51863825,0.07077007,30.0,154.0,62.894917,10.178642,57.0,176.0,136.52087,8.662366,9.0,130.0,86.219826,9.529058
7B,-0.1615925,0.81212676,0.41855443,0.13129237,31.0,205.0,74.65998,22.43654,41.0,174.0,124.80181,20.512646,0.0,124.0,73.45957,22.600294
800A,-0.5867403,1.0,0.75501287,0.16410956,0.0,179.0,17.882929,14.681296,0.0,251.0,120.04546,27.345697,0.0,166.0,69.369064,25.116188
800B,-1.0,1.0,0.66455865,0.39000183,0.0,255.0,18.961351,17.792606,0.0,255.0,114.28235,37.520424,0.0,255.0,65.75491,31.98614
801A,-0.9705882,0.9994878,0.17464095,0.25436676,0.0,255.0,128.61427,97.637886,0.0,255.0,117.07659,46.025852,0.0,255.0,66.32075,41.556545
801B,-0.99707603,0.9459459,0.036608312,0.4176593,0.0,255.0,32.98748,40.658596,0.0,246.0,46.467346,42.724068,0.0,184.0,14.7300415,31.461142
802A,0.59313923,0.91933817,0.85098195,0.019745061,10.0,61.0,27.224436,7.9509177,63.0,204.0,143.64247,13.879347,4.0,145.0,89.41754,13.646879
802B,0.5735978,0.9057296,0.84777915,0.019345405,10.0,69.0,27.398443,7.9465327,61.0,200.0,143.93909,14.866455,3.0,149.0,89.89048,14.575117
803A,0.07710699,0.86600494,0.5915125,0.09287443,11.0,255.0,37.643646,13.62758,31.0,235.0,128.16841,11.524765,0.0,142.0,75.8497,11.327356
803B,0.09090909,0.8375772,0.57434845,0.0918805,11.0,246.0,38.88023,12.709047,42.0,200.0,129.39244,13.235485,0.0,148.0,77.49035,13.294745
804A,-0.0063211126,0.8835979,0.5521089,0.16588666,18.0,251.0,53.619015,15.286907,22.0,255.0,142.70781,15.533229,0.0,175.0,76.25503,13.626075
804B,-0.01954652,0.8802804,0.54376155,0.15946642,21.0,186.0,52.243607,13.362337,74.0,255.0,137.86209,13.165007,3.0,142.0,74.72453,12.5836935
805A,0.055421688,0.9328234,0.73214066,0.19888903,4.0,255.0,26.218704,19.178152,22.0,255.0,114.69022,20.110071,0.0,142.0,67.21737,19.094036
805B,-0.07053942,0.9410101,0.79720736,0.11871402,3.0,223.0,21.289894,11.545725,19.0,195.0,116.050896,21.129356,0.0,142.0,70.21285,18.51786
806A,-0.0015710919,0.8771667,0.80085707,0.02901483,21.0,147.0,38.3644,8.713458,57.0,190.0,139.13548,13.054993,0.0,137.0,87.0102,12.786903
806B,-0.03664224,0.895234,0.79607856,0.029736986,21.0,80.0,37.87167,8.364534,54.0,190.0,140.48212,12.64063,2.0,142.0,88.66937,12.408745
807A,-0.66085386,0.9051431,-0.14699697,0.30512887,10.0,255.0,59.988007,28.00383,0.0,255.0,56.091053,33.06111,0.0,188.0,12.995541,28.028854
807B,-0.77757007,0.89355904,0.14936665,0.36730218,8.0,255.0,59.605587,31.392628,0.0,255.0,102.13285,47.921112,0.0,255.0,52.107376,46.93873
808A,-0.26399097,0.9069876,0.5772567,0.20041534,15.0,255.0,63.05592,31.19584,0.0,245.0,109.00791,17.262218,0.0,175.0,55.323364,20.576542
808B,-0.27476415,0.9206706,0.62332475,0.20834272,14.0,255.0,54.63502,28.729689,11.0,255.0,108.51862,18.438929,0.0,245.0,54.585865,21.088158
809A,0.035415325,0.8710787,0.4436675,0.19883616,20.0,172.0,44.27829,9.857971,29.0,204.0,95.042076,16.711523,0.0,121.0,42.58011,17.336948
809B,0.082029395,0.8741328,0.46134424,0.14815888,18.0,118.0,44.274387,9.146441,21.0,186.0,95.055626,17.159075,0.0,138.0,42.51721,17.875292
80A,0.09291339,0.9024823,0.6970229,0.1782095,15.0,237.0,50.29802,22.871435,52.0,206.0,138.7162,16.399141,0.0,147.0,84.52152,15.061485
80B,0.077988,0.916955,0.72766143,0.17451715,10.0,230.0,42.468807,17.913172,58.0,218.0,140.17586,16.242643,0.0,166.0,85.015144,14.668036
810A,-0.35971898,0.8708083,0.47011954,0.11916239,4.0,255.0,61.99645,32.121513,0.0,177.0,82.0326,21.545177,0.0,104.0,28.486578,24.713795
810B,-0.70127773,0.851586,0.48685804,0.23073082,3.0,255.0,68.95243,33.36757,0.0,255.0,70.89899,23.112883,0.0,204.0,14.44289,19.255882
811A,-0.45402297,0.8689767,0.43295532,0.16771652,6.0,255.0,50.544415,24.059141,0.0,255.0,126.73227,19.88414,0.0,124.0,75.7574,19.182848
811B,-0.27622595,0.871042,0.4996984,0.1475738,5.0,255.0,48.286816,19.082987,8.0,224.0,133.39452,14.094954,0.0,165.0,83.62557,15.25248
812A,0.46153846,0.914429,0.84122884,0.028892472,7.0,74.0,24.656195,7.929878,85.0,197.0,142.08815,9.550267,35.0,132.0,87.73429,9.5489645
812B,0.5391517,0.9121249,0.82074773,0.030163938,10.0,72.0,26.983109,8.093055,96.0,181.0,141.91588,9.211956,41.0,130.0,87.864044,9.340654
813A,-0.28146452,0.94836956,0.7973981,0.10940457,1.0,255.0,30.43434,17.15953,30.0,255.0,142.91743,27.67827,0.0,191.0,89.43818,24.073816
813B,-0.4609375,0.94975287,0.80830836,0.10841876,2.0,255.0,28.262774,15.453775,27.0,255.0,143.15532,28.598845,0.0,192.0,89.55198,25.862442
814A,-0.12878254,0.8925278,0.55449176,0.12372337,8.0,204.0,44.697803,16.182665,43.0,179.0,119.32571,15.366667,0.0,126.0,69.80915,15.96419
814B,-0.23514211,0.878607,0.55682874,0.08878447,10.0,232.0,41.03261,10.950774,63.0,178.0,116.64335,13.030896,0.0,129.0,65.50083,13.465312
815A,-0.028093245,0.89851004,0.5103073,0.192905,11.0,255.0,56.93044,25.029099,0.0,255.0,123.29199,22.329653,0.0,255.0,66.58274,21.698633
815B,0.04456641,0.8593272,0.55011123,0.12554595,14.0,255.0,49.01451,17.560247,35.0,255.0,123.38471,13.989917,0.0,255.0,66.75602,15.016079
816A,-0.037649978,0.99733686,0.73231,0.1655406,0.0,255.0,32.630737,18.84007,0.0,255.0,142.57158,38.285484,0.0,208.0,88.33689,35.595444
816B,-0.08001749,0.9453362,0.66361564,0.17680998,1.0,255.0,36.42819,18.040169,48.0,255.0,146.74469,19.171358,0.0,255.0,93.12386,18.815243
817A,0.1435823,0.817714,0.5078466,0.093001105,20.0,206.0,53.43276,19.640026,59.0,198.0,128.63855,13.818377,0.0,133.0,80.13743,17.648098
817B,0.04834308,0.8265833,0.46251154,0.09757663,20.0,255.0,60.939636,22.637293,38.0,255.0,122.648186,14.903314,0.0,255.0,72.50704,18.99834
818A,-0.39723504,0.85980284,0.43697977,0.14667434,8.0,255.0,63.65832,33.877617,25.0,203.0,119.062195,21.028486,0.0,154.0,71.092636,24.740116
818B,-0.4255112,0.883811,0.34515586,0.1540041,10.0,255.0,82.462074,41.61473,10.0,255.0,106.463196,22.807482,0.0,123.0,55.13426,27.261362
819A,0.052009992,0.9144068,0.6583641,0.13644397,0.0,255.0,36.046246,18.355503,29.0,237.0,126.54311,24.521381,0.0,157.0,71.93116,23.106337
819B,0.0072072074,0.9231704,0.6650272,0.14397457,0.0,221.0,33.483265,16.533466,17.0,246.0,125.52456,25.669523,0.0,156.0,69.71393,23.198763
81A,0.12038763,0.91350394,0.54806805,0.17294338,8.0,240.0,51.95647,26.785772,6.0,255.0,132.78017,29.01033,0.0,205.0,82.799385,27.442595
81B,-0.071428575,0.90804595,0.42805022,0.14293483,11.0,255.0,66.28971,28.709967,0.0,244.0,131.1183,22.924187,0.0,175.0,80.189514,22.601254
820A,-0.9512195,0.9285714,-0.16089138,0.2214643,0.0,26.0,9.014464,7.164063,0.0,102.0,59.694077,12.294483,0.0,6.0,0.0011138916,0.050316177
820B,-0.9512195,0.9285714,-0.116917014,0.21457753,0.0,24.0,8.866237,7.037331,0.0,104.0,60.687973,12.413951,0.0,7.0,0.0018806458,0.06810984
821A,-0.5196195,0.95637685,0.70230657,0.13331887,0.0,255.0,35.94669,17.381058,0.0,255.0,107.9183,18.903826,0.0,199.0,54.15183,20.704712
821B,-0.97727275,0.99717116,0.61471736,0.26280478,0.0,255.0,33.927013,25.286623,0.0,255.0,107.66315,31.350569,0.0,251.0,57.194653,25.894203
822A,0.07903571,0.82499385,0.610357,0.098562986,24.0,255.0,52.903576,20.471512,61.0,167.0,129.83255,10.431926,0.0,126.0,85.13289,11.717325
822B,-0.15244596,0.81056255,0.5580714,0.17107433,22.0,255.0,66.09274,37.473526,12.0,177.0,118.14929,24.222525,0.0,140.0,70.33506,29.603582
823A,0.024221454,0.9417239,0.44973984,0.21221629,6.0,255.0,82.15501,33.68403,0.0,221.0,96.461975,21.58756,0.0,136.0,30.22837,20.754988
823B,-0.35829958,0.95519716,0.4112416,0.22559766,3.0,255.0,88.249535,37.803444,0.0,255.0,101.70139,25.633501,0.0,248.0,33.71924,21.526072
824A,0.0056041246,0.90407485,0.656513,0.09438626,6.0,255.0,39.43836,15.091067,15.0,255.0,119.07848,23.928953,0.0,179.0,66.53501,24.106836
824B,-0.10288066,0.9145751,0.6793827,0.110825434,4.0,255.0,30.7939,14.576011,9.0,255.0,127.94555,21.688976,0.0,171.0,77.7681,21.757263
825A,-0.08923743,0.9300828,0.7271713,0.08178836,5.0,255.0,33.912403,16.82189,49.0,177.0,112.3948,16.14343,0.0,132.0,65.07718,16.905273
825B,0.017910447,0.9325578,0.7219496,0.086549304,3.0,255.0,33.955128,16.49768,41.0,174.0,111.07804,16.54902,0.0,132.0,64.987885,16.499931
826A,-0.47458953,0.9377231,0.38572705,0.28030896,8.0,255.0,71.31066,26.278938,0.0,255.0,114.025246,40.86225,0.0,171.0,55.829967,32.33342
826B,-0.650414,0.950175,0.20373559,0.3252345,7.0,255.0,68.355705,28.247147,0.0,255.0,90.6215,48.183804,0.0,182.0,33.237686,36.46213
827A,-0.24596514,0.892967,0.5945153,0.15803109,17.0,255.0,52.649693,17.566133,27.0,255.0,134.688,21.134563,0.0,172.0,78.100235,19.001835
827B,-0.17086332,0.8968227,0.5378364,0.18101211,19.0,255.0,57.626633,21.37364,19.0,255.0,133.13663,22.793514,0.0,210.0,73.33699,18.077177
828A,-0.41403025,0.92827004,0.67673796,0.1467349,4.0,255.0,38.990417,19.832651,34.0,180.0,123.72605,14.691615,0.0,129.0,73.10257,14.1142435
828B,-0.52696455,0.93122274,0.6892596,0.14488743,5.0,239.0,37.68632,18.94262,19.0,240.0,126.673065,15.054423,0.0,144.0,74.24179,14.917586
829A,-0.09495897,0.9182757,0.7371468,0.13446893,13.0,255.0,43.109303,19.24507,22.0,255.0,145.47424,27.3329,0.0,241.0,89.69937,24.71345
829B,-0.2901879,0.9114566,0.7676187,0.103030175,6.0,255.0,39.502193,16.716108,2.0,255.0,135.6827,36.046097,0.0,255.0,85.04128,33.8297
82A,-0.70267934,0.92406034,0.30455285,0.12230469,12.0,255.0,106.138466,34.914165,3.0,217.0,110.89452,19.114054,0.0,145.0,42.08789,19.450699
82B,-0.049546633,0.9433225,0.24707808,0.106329456,11.0,255.0,117.21881,37.56159,54.0,246.0,123.69271,25.115145,0.0,168.0,57.63081,23.96339
830A,0.04851625,0.71681875,0.2750072,0.047700536,27.0,255.0,82.35492,29.190937,34.0,219.0,126.935,14.754259,0.0,141.0,78.460686,16.539942
830B,0.065929726,0.8321753,0.30931324,0.042095426,22.0,255.0,66.1298,22.26528,37.0,175.0,132.50916,11.515349,0.0,130.0,84.96096,13.064745
831A,-0.48776758,0.8880453,0.4144737,0.13588451,9.0,255.0,61.213123,31.643557,25.0,200.0,121.31602,17.478865,0.0,141.0,72.54984,22.649654
831B,-0.28045174,0.88727486,0.45989567,0.11452899,9.0,255.0,49.636383,20.227264,29.0,230.0,130.47523,15.11428,0.0,160.0,83.765686,16.700956
832A,-0.0071888007,0.8411347,0.39327282,0.16413724,12.0,255.0,67.36439,29.78435,0.0,155.0,83.64762,21.74765,0.0,106.0,20.511086,24.57998
832B,0.07984791,0.887522,0.3532743,0.14802052,14.0,242.0,66.99304,30.682562,0.0,152.0,84.19323,22.494553,0.0,111.0,21.4797,26.136497
833A,0.20390323,0.739187,0.40811408,0.076678224,19.0,177.0,66.36443,27.294558,58.0,151.0,109.66105,11.610502,0.0,110.0,61.70651,13.882976
833B,0.18440954,0.75153136,0.42157987,0.07336987,19.0,183.0,63.98828,25.584414,57.0,150.0,109.8592,11.801243,0.0,107.0,61.41776,14.132834
834A,-0.37751108,0.9133023,0.6696958,0.16428909,9.0,255.0,42.09444,20.879332,37.0,230.0,133.26004,15.212655,0.0,169.0,78.81749,15.567147
834B,-0.35535535,0.90258104,0.5692974,0.16759786,8.0,255.0,48.690887,21.854435,11.0,195.0,129.7654,14.557628,0.0,148.0,77.33166,14.814167
835A,-0.45570776,0.89111346,0.39515647,0.10042266,10.0,255.0,68.826775,31.089027,29.0,148.0,92.99737,13.361805,0.0,103.0,41.579403,17.716312
835B,-0.46517625,0.89469266,0.46037245,0.1291055,8.0,255.0,72.60044,28.5062,16.0,164.0,90.17387,12.286398,0.0,105.0,34.26198,16.37865
836A,-0.24210526,0.8662769,0.66602683,0.1654615,24.0,255.0,55.59747,17.214087,0.0,255.0,146.4637,22.00588,0.0,177.0,81.09998,18.101284
836B,-0.14741641,0.8893054,0.7359976,0.112817876,21.0,248.0,49.907337,13.453257,9.0,255.0,149.2516,15.388947,0.0,155.0,84.34134,13.438479
837A,0.04607721,0.8330059,0.59256804,0.11996697,13.0,255.0,40.150116,15.560361,48.0,176.0,121.96075,13.93667,0.0,121.0,68.58064,13.2047415
837B,0.059602648,0.88054883,0.5949477,0.10436952,9.0,227.0,37.99082,13.383511,37.0,185.0,122.98069,15.056657,0.0,125.0,68.54001,13.416634
838A,0.06452609,1.0,0.61623895,0.15564507,0.0,255.0,39.111595,23.32882,5.0,247.0,124.51786,34.514397,0.0,173.0,70.19553,30.254997
838B,0.06488156,0.9166667,0.58304816,0.14233689,0.0,255.0,38.34071,22.662672,0.0,253.0,127.71493,29.89936,0.0,159.0,74.47981,26.056269
839A,0.021138212,0.73953485,0.5454191,0.09838642,4.0,227.0,30.752441,16.860455,33.0,129.0,99.765175,9.754738,0.0,78.0,43.291183,12.274206
839B,0.09379178,0.76713336,0.5486374,0.09760299,4.0,240.0,29.960245,16.343513,29.0,133.0,99.475464,10.07065,0.0,77.0,42.62463,12.955907
83A,-0.14790659,0.9359334,0.61122525,0.16586785,3.0,247.0,44.52808,17.731873,31.0,232.0,106.89019,14.510268,0.0,152.0,42.585045,15.390625
83B,-0.079867505,0.943561,0.5423447,0.19653209,2.0,209.0,46.058258,21.904142,36.0,188.0,108.18014,13.919858,0.0,142.0,42.31794,17.191387
840A,0.030548796,0.894452,0.4578337,0.1333579,9.0,255.0,79.463264,35.715668,76.0,255.0,132.23195,11.197871,6.0,172.0,79.70991,12.335551
840B,0.0031302674,0.8656885,0.4812331,0.12081532,10.0,255.0,71.79508,28.79888,81.0,197.0,132.93883,10.515438,14.0,127.0,80.830505,11.125198
841A,0.10781991,0.7759087,0.5102105,0.08836486,18.0,164.0,48.103565,13.759979,57.0,141.0,108.28483,9.672304,0.0,101.0,59.544476,12.64345
841B,-0.46666667,0.71903217,0.5168308,0.08725741,13.0,188.0,49.644424,14.699566,36.0,160.0,109.61678,10.611563,0.0,105.0,57.257725,15.410742
842A,-0.053159043,0.95823663,0.34468964,0.13006708,2.0,255.0,107.95762,43.928608,45.0,255.0,115.08591,20.98025,0.0,255.0,57.136158,21.022295
842B,-0.053875238,0.9015483,0.3159032,0.14200662,7.0,255.0,114.80048,45.029846,30.0,255.0,118.247444,24.257778,0.0,253.0,58.116486,23.77258
843A,-0.03507271,0.8553978,0.5303607,0.24137017,23.0,109.0,49.953297,13.71345,48.0,194.0,126.442566,21.206438,0.0,138.0,73.27218,21.629396
843B,-0.024507834,0.871737,0.5184734,0.24033813,22.0,121.0,50.984745,15.629838,60.0,201.0,128.62811,20.902355,0.0,140.0,75.58017,21.944403
844A,-0.2715655,0.9546248,0.68280256,0.218111,4.0,255.0,42.27503,24.344845,13.0,255.0,116.27442,18.335386,0.0,205.0,54.56252,17.597118
844B,-0.38043478,0.9626327,0.7668074,0.17953646,3.0,255.0,33.65156,19.981953,9.0,255.0,111.579506,18.85892,0.0,182.0,56.787674,20.554317
845A,0.44723618,0.8959423,0.8153415,0.028034002,14.0,71.0,30.251902,7.215093,55.0,214.0,145.30788,18.62603,2.0,154.0,90.42306,17.948788
845B,0.60948443,0.8947368,0.81692696,0.027267404,14.0,65.0,30.316538,7.30922,60.0,209.0,145.58296,18.384075,0.0,156.0,90.79275,17.78217
846A,-0.46119624,0.808867,0.4305483,0.14961462,22.0,255.0,97.17819,39.618755,5.0,172.0,114.454124,9.625074,0.0,134.0,65.33651,12.014767
846B,-0.5643856,0.86820036,0.42390904,0.16811438,9.0,255.0,96.52512,43.748753,0.0,148.0,110.58408,14.08752,0.0,119.0,60.63872,16.893293
847A,0.08411215,0.9249707,0.66724145,0.16252182,5.0,199.0,46.399628,22.506586,54.0,190.0,125.03893,15.817591,0.0,129.0,65.22083,18.564278
847B,-0.08095781,0.92178774,0.7011956,0.14530307,6.0,255.0,40.76587,17.561031,51.0,242.0,130.76826,13.414279,0.0,136.0,68.25339,14.698277
848A,-0.10276002,0.81553704,0.42302588,0.19470613,0.0,255.0,80.09644,30.802242,0.0,255.0,115.943565,16.892973,0.0,114.0,54.14642,19.128279
848B,-0.10995671,0.7801047,0.26374593,0.1621059,0.0,255.0,108.14819,42.403275,0.0,226.0,100.05731,24.53567,0.0,180.0,36.16905,23.693121
849A,-0.10475568,0.87892723,0.75763714,0.056762524,12.0,148.0,31.886215,10.03008,43.0,239.0,132.40857,17.837051,0.0,168.0,78.48123,17.320774
849B,0.23845428,0.87277514,0.7447817,0.046816405,12.0,82.0,32.524647,9.165545,64.0,215.0,134.15385,16.692291,5.0,154.0,79.79291,16.424025
84A,-0.11042508,0.89360905,0.4546181,0.24170886,12.0,255.0,82.3496,47.03014,25.0,255.0,145.81023,28.394358,0.0,255.0,86.8422,25.683405
84B,-0.0671527,0.89345324,0.57469964,0.18686911,13.0,255.0,66.188484,36.23493,7.0,255.0,133.38817,17.381466,0.0,255.0,73.95016,16.521103
850A,0.05247898,0.9532668,0.77431226,0.10862407,1.0,199.0,30.789576,16.524702,53.0,195.0,135.05736,11.898522,10.0,128.0,85.563995,12.088579
850B,0.01297097,0.9650638,0.7650965,0.104417704,1.0,175.0,33.345356,15.720274,61.0,190.0,133.7768,11.382427,15.0,133.0,85.41227,11.449953
851A,-0.04968153,0.78223497,0.42059308,0.101946026,4.0,220.0,51.603657,24.360916,26.0,244.0,111.66022,28.132776,0.0,158.0,52.53534,28.483782
851B,-0.17032968,0.87775064,0.47115064,0.10475672,3.0,235.0,46.470947,22.535576,28.0,241.0,117.130135,29.265265,0.0,157.0,60.05248,29.762064
852A,-0.2137031,0.93098277,0.5723492,0.21591105,1.0,255.0,48.22301,28.149363,0.0,255.0,126.94663,27.943817,0.0,168.0,70.32181,28.314194
852B,-0.278169,0.9392761,0.50984764,0.21516302,2.0,255.0,58.953457,31.741014,0.0,255.0,117.40333,28.890009,0.0,207.0,60.323685,30.203714
853A,0.09536542,0.8993273,0.41205966,0.13703795,14.0,254.0,86.77844,31.090055,10.0,255.0,123.15691,29.125742,0.0,188.0,68.17402,29.582458
853B,0.089108914,0.85682917,0.45933026,0.14027935,18.0,225.0,80.04151,29.845266,10.0,255.0,124.892944,26.867136,0.0,198.0,71.00956,26.446276
854A,-0.19817768,0.8225146,0.50966823,0.11619819,24.0,164.0,49.11104,10.771348,6.0,209.0,117.940285,18.038988,0.0,122.0,62.75923,19.280054
854B,0.19724771,0.78497326,0.49968073,0.044929687,27.0,148.0,48.00412,5.529439,40.0,168.0,119.6583,10.448326,0.0,111.0,64.354645,11.088147
855A,-0.26679897,0.8864912,0.5423416,0.12442108,9.0,190.0,52.468494,19.228949,71.0,225.0,126.50574,12.902876,2.0,175.0,76.123985,12.738895
855B,0.05722071,0.9145976,0.5893115,0.11463206,7.0,174.0,48.62796,17.597324,67.0,210.0,125.92334,12.825833,5.0,157.0,77.32601,12.281018
856A,0.1230808,0.91621214,0.78075945,0.09820763,14.0,250.0,47.7753,19.615673,0.0,255.0,141.62996,41.167442,0.0,208.0,91.17747,38.219414
856B,-0.15736552,0.92949045,0.84705746,0.1125017,10.0,223.0,36.091064,17.672962,9.0,255.0,138.7975,35.849667,0.0,200.0,90.30387,34.682945
857A,-0.4366454,0.8940237,0.4179418,0.13746062,18.0,195.0,66.90217,19.738377,0.0,255.0,125.33057,13.656255,0.0,123.0,59.061222,15.032637
857B,-0.72,0.89457834,0.44241226,0.17983577,14.0,255.0,63.783245,20.77208,0.0,243.0,126.33918,18.17666,0.0,154.0,60.825565,16.869862
858A,-0.010135135,0.9285714,0.7108435,0.06350678,6.0,227.0,40.82034,11.728718,8.0,245.0,104.673035,12.450861,0.0,118.0,53.916565,15.065344
858B,-0.11801242,0.9055794,0.6814346,0.072609454,9.0,133.0,43.39207,12.860628,14.0,255.0,100.8796,15.359423,0.0,121.0,47.71107,18.880257
859A,-0.4423745,0.92914724,0.5854512,0.22920287,3.0,255.0,44.126965,25.974236,9.0,255.0,120.65607,16.877035,0.0,189.0,64.54348,18.325598
859B,-0.3907875,0.921203,0.58082277,0.23339,5.0,255.0,43.24864,25.698757,13.0,255.0,120.077354,16.71514,0.0,201.0,62.646442,19.146008
85A,0.094942026,0.9392659,0.48909754,0.09315363,0.0,229.0,49.412296,20.078783,34.0,164.0,97.07369,13.298461,0.0,93.0,24.925913,15.240146
