Image_ID,NDVI_Min,NDVI_Max,NDVI_Mean,NDVI_Std
690B,-0.0048173424,0.89469385,0.471537,0.09049394
691A,-0.09561128,0.8023185,0.42786932,0.07450651
691B,0.06449106,0.76074874,0.44858852,0.060224235
692A,-0.19886094,0.88235295,0.41883188,0.12934518
692B,-0.19635628,0.85607255,0.42241645,0.14466545
693A,-0.078333974,0.9427472,0.36964324,0.17764966
693B,0.1025878,0.90870935,0.5778583,0.15158524
694A,0.053638536,0.9142907,0.46462303,0.17484567
694B,0.0,0.90984434,0.46680096,0.16491382
695A,0.13237715,0.91348815,0.7451017,0.105760925
695B,0.12788104,0.881305,0.6775222,0.11511767
696A,-0.7086093,0.91884583,0.6092081,0.14935899
696B,-0.6780488,0.9345142,0.602396,0.17132486
697A,-0.46296296,0.8968326,0.5983638,0.20838585
697B,-0.37593985,0.89791185,0.5314274,0.2249331
698A,-0.7196262,0.93844366,0.61766136,0.2575485
698B,-0.5080906,0.90241903,0.65736556,0.21846545
699A,-0.14977646,0.9972067,0.5893747,0.20600697
699B,-0.17454389,0.94513273,0.44000763,0.2025905
69A,-0.27967808,0.88497365,0.53560686,0.16286747
69B,-0.33222222,0.86049306,0.5661702,0.14141975
6A,-0.82771534,0.97628456,0.49877286,0.1553193
6B,-0.34054053,0.9416949,0.48034203,0.14600858
700A,0.08549576,0.88940954,0.5151942,0.1471248
700B,0.11420414,0.8121775,0.4565278,0.097375244
701A,0.073754154,0.8543645,0.58530617,0.06452994
701B,0.369863,0.83505154,0.5876316,0.060827736
702A,0.6319416,0.92471594,0.8600238,0.023408223
702B,0.47344705,0.92478555,0.86554706,0.023210365
703A,-0.70698464,0.9596154,0.78609514,0.13077822
703B,-0.2832653,0.9533878,0.8043858,0.076159775
704A,-0.36363637,0.76052386,0.2868299,0.1274357
704B,-0.6326953,0.78511846,0.31869,0.12253294
705A,-0.36952308,0.9130716,0.7815496,0.17478707
705B,-0.036170214,0.8910076,0.80427855,0.036093757
706A,-0.18900344,0.91124713,0.49105608,0.19162235
706B,0.0128283445,0.96166855,0.60899985,0.17905666
707A,0.08163265,0.9220081,0.7832842,0.11910305
707B,-0.005882353,0.90821254,0.7420609,0.12266819
708A,-0.36437717,0.91443664,0.7001523,0.09934116
708B,-0.46599856,0.8962536,0.6844381,0.10761309
709A,0.10700539,0.88025355,0.7874604,0.024691936
709B,0.04698972,0.8721239,0.7765668,0.029250795
70A,-0.61567515,0.9529412,0.62832767,0.29334572
70B,-0.6958525,0.9375,0.58716846,0.28463906
710A,-0.5940594,0.9431438,0.8594974,0.18186797
710B,0.30794546,0.9409352,0.8904849,0.025868027
711A,0.05203136,0.7591455,0.4413812,0.08843035
711B,0.079561695,0.8195199,0.3969205,0.07524973
712A,-0.15098242,0.9553163,0.76544094,0.14356497
712B,-0.04333996,0.93057185,0.62170506,0.19954018
713A,0.30736807,0.9989608,0.8812295,0.04421113
713B,0.19263405,0.999016,0.8697188,0.08248573
714A,-0.14146341,0.9032047,0.3895447,0.23820308
714B,-0.37589434,0.89721364,0.5231886,0.20188376
715A,-0.47759563,0.9210124,0.6773736,0.3758573
715B,-0.54503465,0.9225552,0.71363914,0.3878023
716A,-0.24705882,0.93619365,0.8254905,0.11015324
716B,-0.29353234,0.93605685,0.83199453,0.12137541
717A,-0.62249,0.86704254,0.12683071,0.36844164
717B,-0.67253524,0.899773,0.5414244,0.34812468
718A,0.06662064,0.8917633,0.76264864,0.096492976
718B,0.2962314,0.9302506,0.8103746,0.051506303
719A,0.0404719,0.6664531,0.20460415,0.0693279
719B,0.04145937,0.704372,0.2118892,0.080164336
71A,0.0088495575,0.92917055,0.39581797,0.29579753
71B,-0.02038925,0.9014591,0.522074,0.26855576
720A,-0.48173913,0.92395616,0.24297914,0.27673292
720B,-0.36468774,0.9014385,0.25399947,0.2533016
721A,-0.4036024,0.784743,0.30162215,0.11456858
721B,-0.5121556,0.7620424,0.25983575,0.09686402
722A,0.02680566,0.8366212,0.4534496,0.09135164
722B,0.08414425,0.7964508,0.37627572,0.10149421
723A,-0.016233766,0.8315181,0.45400578,0.14056896
723B,-0.36392406,0.8259833,0.46887892,0.16033547
724A,-0.14347826,0.8998145,0.82191676,0.073961794
724B,-0.086801425,0.8956789,0.8262552,0.044553645
725A,-0.60818714,0.94800484,0.7182293,0.17865537
725B,-0.3114485,0.9989236,0.8103258,0.13431074
726A,-0.33504626,0.8579923,0.32959133,0.09919055
726B,0.03944125,0.90495867,0.2971422,0.09357302
727A,0.13859746,0.88269234,0.38731453,0.1077467
727B,0.21142857,0.85900927,0.39748448,0.077398315
728A,-0.40789473,0.92609185,0.43168145,0.1694319
728B,-0.33434883,0.92380625,0.47432488,0.1426158
729A,-0.3855097,0.88400733,0.63054717,0.15468341
729B,-0.43625405,0.8796396,0.6151096,0.15213811
72A,-0.50563747,0.9169711,0.6002388,0.13922542
72B,-0.4577573,0.90670717,0.6817248,0.10110397
730A,0.15137872,0.87047035,0.53730357,0.12432781
730B,0.1824355,0.7885548,0.48298264,0.1005774
731A,-0.3518776,0.9331162,0.6446068,0.14682059
731B,0.034679335,0.94748914,0.7571337,0.12642694
732A,-0.10420842,0.8408203,0.6186428,0.12492922
732B,-0.022065314,0.8488275,0.57217354,0.14454943
733A,-0.005230623,0.8995816,0.4617152,0.14750104
733B,-0.40846995,0.9560521,0.45356622,0.11377771
734A,-0.07453507,0.87428856,0.24112427,0.12857278
734B,-0.012291052,0.8718577,0.2892351,0.113384396
735A,0.09262623,0.8553443,0.5693945,0.17092314
735B,0.12539987,0.8570925,0.51611006,0.15685074
736A,-0.0024647887,0.9287886,0.3612811,0.1337816
736B,-0.33466667,0.9027836,0.34803027,0.13698846
737A,-0.7,0.8877302,0.5034482,0.12150169
737B,-0.1359852,0.8895402,0.5491257,0.1091184
738A,0.03968566,0.8304967,0.2947284,0.06918473
738B,0.06710311,0.8482558,0.33190793,0.08182565
739A,-0.43625087,0.7078694,0.3868323,0.09471788
739B,-0.39839035,0.79758435,0.3605724,0.1359269
73A,-0.20996135,0.8958687,0.5944044,0.1486443
73B,-0.31501764,0.907223,0.5731059,0.1611282
740A,0.13534316,0.8489526,0.49121502,0.08719325
740B,0.1374178,0.85413104,0.48441973,0.08309618
741A,-0.6506024,0.96542454,0.3648181,0.34799743
741B,-1.0,1.0,0.14224635,0.47454843
742A,-0.2031217,0.7373289,0.3338746,0.11875202
742B,-0.159438,0.7495712,0.47603208,0.15649785
743A,-0.0054054055,0.9209949,0.43356958,0.1600695
743B,-0.2937063,0.9335038,0.41194263,0.13422732
744A,-0.54285717,0.95998,0.52181363,0.29925162
744B,-0.2361516,0.9231678,0.3513686,0.34309196
745A,-0.1635514,0.88737017,0.46487954,0.11495447
745B,0.056086257,0.9939486,0.4772622,0.16232774
746A,0.104347825,0.83597344,0.5115553,0.09258957
746B,0.10687831,0.90666366,0.5654471,0.088624015
747A,-0.5681736,0.8966985,0.53599524,0.22785689
747B,-0.5810861,0.9030941,0.54826105,0.3141805
748A,0.024474023,1.0,0.7959627,0.11086584
748B,-0.24169742,1.0,0.7934214,0.10889967
749A,-0.26166755,0.7935484,0.2789537,0.13236746
749B,-0.116995074,0.78452605,0.27287024,0.12468653
74A,0.01861862,0.9124476,0.85370344,0.04083803
74B,-0.22727273,0.9263439,0.79357386,0.15019491
750A,0.19407009,0.8353595,0.5972053,0.081373975
750B,0.18016046,0.83374256,0.61700135,0.09988306
751A,0.10391645,0.8188034,0.54776573,0.08797294
751B,0.011049724,0.9131086,0.49617517,0.14130798
752A,-0.39808017,0.94198227,0.70061964,0.22300397
752B,-0.15777351,0.94983923,0.7021554,0.20714141
753A,-0.34778512,0.8961284,0.71548736,0.17630234
753B,-0.1277937,0.8826962,0.75300384,0.11415368
754A,-0.962963,0.9977169,0.3633246,0.17925885
754B,-0.31195337,0.99885255,0.46434492,0.17238444
755A,-0.44727892,0.88397926,0.4115697,0.08431738
755B,0.1724138,0.9323551,0.4224863,0.08882299
756A,-0.048118986,0.9170497,0.6042217,0.19226979
756B,-0.18502362,0.9147117,0.69077677,0.17399791
757A,-0.1615509,0.90701914,0.41116038,0.17944488
757B,-0.115384616,0.90674347,0.416923,0.16671097
758A,-0.40880504,0.94732994,0.4335831,0.17612791
758B,-0.4632713,0.91250855,0.49684232,0.16823407
759A,-0.4177832,0.94163644,0.62860084,0.16218847
759B,-0.22373123,0.93483835,0.64783496,0.17226242
75A,0.5887522,0.8857271,0.8058677,0.021865549
75B,0.40937144,0.88934696,0.80732465,0.022252923
760A,-0.014723927,0.80858606,0.42813128,0.11004448
760B,-0.004613019,0.8561814,0.3719321,0.10593175
761A,-0.12226776,0.9619107,0.5833424,0.21130632
761B,-0.96330273,0.95270014,0.48879158,0.29371166
762A,-0.50493544,0.9094488,0.67683595,0.23335269
762B,-0.46067417,0.90074074,0.55774254,0.322912
763A,-0.49881798,0.87119603,0.015453462,0.08739436
763B,-0.2688679,0.20843092,-0.022472676,0.034773756
764A,-0.2501792,0.9167935,0.56487304,0.19492552
764B,-0.31844157,0.92057437,0.57555604,0.19569091
765A,-0.3710175,0.84761155,0.4320437,0.14894341
765B,-0.24240752,0.82373095,0.45526788,0.13690421
766A,0.020685198,0.9342723,0.75374925,0.10630688
766B,-0.484,0.94087285,0.7290619,0.1466889
767A,-0.36559343,0.8562686,0.49312663,0.11377756
767B,0.19180736,0.82095665,0.5361858,0.091128215
768A,0.15878788,0.91676867,0.6594682,0.09286617
768B,0.04324684,0.9709091,0.71393013,0.09224311
769A,-0.0096982755,0.9006574,0.6147641,0.12155443
769B,0.027422303,0.8922479,0.552763,0.13435803
76A,-0.48324326,0.7345062,0.43076763,0.08586339
76B,-0.36144578,0.81602377,0.4268769,0.09507961
770A,-0.1379845,0.8804781,0.51151896,0.17312258
770B,-0.49787235,0.8817734,0.5762279,0.20318714
771A,0.056311984,0.8902552,0.5262729,0.13021076
771B,0.08137496,0.9090164,0.55038106,0.12943576
772A,0.14782867,0.8830645,0.589899,0.106589116
772B,0.11747851,0.89554566,0.62505877,0.1042249
773A,-0.35135135,0.92,0.5366348,0.2314464
773B,-0.21793863,0.91527265,0.5450485,0.22946082
774A,0.013371151,0.8280416,0.5157113,0.12951986
774B,0.18122977,0.83600426,0.7270225,0.038384717
775A,0.42372882,0.9230385,0.854061,0.021069191
775B,0.36555892,0.9286644,0.8473612,0.04959238
776A,0.119434044,0.8542007,0.59127676,0.13774261
776B,0.13028976,0.897747,0.58615035,0.12719202
777A,-0.4381271,0.824431,0.35261264,0.3034941
777B,-0.46377164,0.82533365,0.3099664,0.33419263
778A,-0.040935673,0.9218915,0.8452996,0.09722498
778B,-0.17791411,0.9299335,0.84654003,0.088880256
779A,0.15593562,0.9100615,0.67421913,0.0949701
779B,0.18449084,0.9018868,0.5996311,0.1094211
77A,-0.24324325,0.86573535,0.6360892,0.13479924
77B,0.05451214,0.8605162,0.6062806,0.13975959
780A,-0.995086,0.8675907,0.40070295,0.1761963
780B,-0.9892473,0.9109063,0.42655635,0.21738783
781A,-0.3327601,0.87945265,0.47573945,0.23057209
781B,-0.4252669,0.8873215,0.72507274,0.15882061
782A,0.13065933,0.7652871,0.429897,0.08956507
782B,0.1163233,0.7505295,0.38716036,0.108070515
783A,-0.29411766,0.9040543,0.7605157,0.11760491
783B,-0.2707659,0.90436935,0.7437955,0.118193954
784A,0.30054906,0.84402657,0.74564505,0.024661666
784B,0.37947306,0.8711613,0.76467586,0.034985024
785A,-0.42024964,0.9340278,0.8472774,0.18246076
785B,-0.45709828,0.9295238,0.8302341,0.22212528
786A,0.57261986,0.90903723,0.83984905,0.022838091
786B,0.58166784,0.9136391,0.84016705,0.0221674
787A,-0.30126184,0.7276342,0.41346818,0.090339
787B,-0.20509194,0.73178256,0.44427308,0.090939514
788A,0.091351025,0.8613861,0.57782114,0.106068455
788B,0.06475159,0.85519314,0.53736204,0.103960246
789A,-0.17177345,0.8933816,0.5262372,0.14769286
789B,-0.22423147,0.93735105,0.4776812,0.18166679
78A,-0.097486205,0.9537849,0.7393024,0.12767804
78B,-0.31578946,0.99927455,0.7162194,0.14661047
790A,-0.39988846,0.8549072,0.49437958,0.18056872
790B,-0.22229551,0.87670696,0.47522473,0.15998858
791A,-0.37691003,0.8891486,0.5256194,0.16171329
791B,-0.5145845,0.8713401,0.4063337,0.18345806
792A,0.17210683,0.92453706,0.8524554,0.035222054
792B,0.60573375,0.9272329,0.8476413,0.028821506
793A,0.01171875,0.917692,0.6077069,0.20124961
793B,0.005586592,0.9287113,0.7345545,0.14736839
794A,-0.43309352,0.89433384,0.37888467,0.22615974
794B,-0.4950249,0.76324207,0.22185712,0.10984682
795A,-0.45084745,0.92313606,0.5680388,0.19578362
795B,-0.22651933,0.93041605,0.6378118,0.1548523
796A,-0.30892956,0.9067744,0.5007006,0.15766722
796B,-0.12618949,0.9256678,0.53853524,0.19584359
797A,0.17857143,0.8980199,0.79457974,0.095549405
797B,0.25696173,0.912379,0.7671942,0.12823823
798A,-0.17715533,0.89098996,0.4550227,0.1137582
798B,-0.08111702,0.89073735,0.44401962,0.14342849
799A,-0.07180202,0.8720749,0.329577,0.14865048
799B,-1.0,0.888,0.3205549,0.18385945
79A,0.1526286,0.93542653,0.67490447,0.08637885
79B,0.35419354,0.92515534,0.671854,0.078455605
7A,0.1680798,0.8242089,0.51863825,0.07077007
7B,-0.1615925,0.81212676,0.41855443,0.13129237
800A,-0.5867403,1.0,0.75501287,0.16410956
800B,-1.0,1.0,0.66455865,0.39000183
801A,-0.9705882,0.9994878,0.17464095,0.25436676
801B,-0.99707603,0.9459459,0.036608312,0.4176593
802A,0.59313923,0.91933817,0.85098195,0.019745061
802B,0.5735978,0.9057296,0.84777915,0.019345405
803A,0.07710699,0.86600494,0.5915125,0.09287443
803B,0.09090909,0.8375772,0.57434845,0.0918805
804A,-0.0063211126,0.8835979,0.5521089,0.16588666
804B,-0.01954652,0.8802804,0.54376155,0.15946642
805A,0.055421688,0.9328234,0.73214066,0.19888903
805B,-0.07053942,0.9410101,0.79720736,0.11871402
806A,-0.0015710919,0.8771667,0.80085707,0.02901483
806B,-0.03664224,0.895234,0.79607856,0.029736986
807A,-0.66085386,0.9051431,-0.14699697,0.30512887
807B,-0.77757007,0.89355904,0.14936665,0.36730218
808A,-0.26399097,0.9069876,0.5772567,0.20041534
808B,-0.27476415,0.9206706,0.62332475,0.20834272
809A,0.035415325,0.8710787,0.4436675,0.19883616
809B,0.082029395,0.8741328,0.46134424,0.14815888
80A,0.09291339,0.9024823,0.6970229,0.1782095
80B,0.077988,0.916955,0.72766143,0.17451715
810A,-0.35971898,0.8708083,0.47011954,0.11916239
810B,-0.70127773,0.851586,0.48685804,0.23073082
811A,-0.45402297,0.8689767,0.43295532,0.16771652
811B,-0.27622595,0.871042,0.4996984,0.1475738
812A,0.46153846,0.914429,0.84122884,0.028892472
812B,0.5391517,0.9121249,0.82074773,0.030163938
813A,-0.28146452,0.94836956,0.7973981,0.10940457
813B,-0.4609375,0.94975287,0.80830836,0.10841876
814A,-0.12878254,0.8925278,0.55449176,0.12372337
814B,-0.23514211,0.878607,0.55682874,0.08878447
815A,-0.028093245,0.89851004,0.5103073,0.192905
815B,0.04456641,0.8593272,0.55011123,0.12554595
816A,-0.037649978,0.99733686,0.73231,0.1655406
816B,-0.08001749,0.9453362,0.66361564,0.17680998
817A,0.1435823,0.817714,0.5078466,0.093001105
817B,0.04834308,0.8265833,0.46251154,0.09757663
818A,-0.39723504,0.85980284,0.43697977,0.14667434
818B,-0.4255112,0.883811,0.34515586,0.1540041
819A,0.052009992,0.9144068,0.6583641,0.13644397
819B,0.0072072074,0.9231704,0.6650272,0.14397457
81A,0.12038763,0.91350394,0.54806805,0.17294338
81B,-0.071428575,0.90804595,0.42805022,0.14293483
820A,-0.9512195,0.9285714,-0.16089138,0.2214643
820B,-0.9512195,0.9285714,-0.116917014,0.21457753
821A,-0.5196195,0.95637685,0.70230657,0.13331887
821B,-0.97727275,0.99717116,0.61471736,0.26280478
822A,0.07903571,0.82499385,0.610357,0.098562986
822B,-0.15244596,0.81056255,0.5580714,0.17107433
823A,0.024221454,0.9417239,0.44973984,0.21221629
823B,-0.35829958,0.95519716,0.4112416,0.22559766
824A,0.0056041246,0.90407485,0.656513,0.09438626
824B,-0.10288066,0.9145751,0.6793827,0.110825434
825A,-0.08923743,0.9300828,0.7271713,0.08178836
825B,0.017910447,0.9325578,0.7219496,0.086549304
826A,-0.47458953,0.9377231,0.38572705,0.28030896
826B,-0.650414,0.950175,0.20373559,0.3252345
827A,-0.24596514,0.892967,0.5945153,0.15803109
827B,-0.17086332,0.8968227,0.5378364,0.18101211
828A,-0.41403025,0.92827004,0.67673796,0.1467349
828B,-0.52696455,0.93122274,0.6892596,0.14488743
829A,-0.09495897,0.9182757,0.7371468,0.13446893
829B,-0.2901879,0.9114566,0.7676187,0.103030175
82A,-0.70267934,0.92406034,0.30455285,0.12230469
82B,-0.049546633,0.9433225,0.24707808,0.106329456
830A,0.04851625,0.71681875,0.2750072,0.047700536
830B,0.065929726,0.8321753,0.30931324,0.042095426
831A,-0.48776758,0.8880453,0.4144737,0.13588451
831B,-0.28045174,0.88727486,0.45989567,0.11452899
832A,-0.0071888007,0.8411347,0.39327282,0.16413724
832B,0.07984791,0.887522,0.3532743,0.14802052
833A,0.20390323,0.739187,0.40811408,0.076678224
833B,0.18440954,0.75153136,0.42157987,0.07336987
834A,-0.37751108,0.9133023,0.6696958,0.16428909
834B,-0.35535535,0.90258104,0.5692974,0.16759786
835A,-0.45570776,0.89111346,0.39515647,0.10042266
835B,-0.46517625,0.89469266,0.46037245,0.1291055
836A,-0.24210526,0.8662769,0.66602683,0.1654615
836B,-0.14741641,0.8893054,0.7359976,0.112817876
837A,0.04607721,0.8330059,0.59256804,0.11996697
837B,0.059602648,0.88054883,0.5949477,0.10436952
838A,0.06452609,1.0,0.61623895,0.15564507
838B,0.06488156,0.9166667,0.58304816,0.14233689
839A,0.021138212,0.73953485,0.5454191,0.09838642
839B,0.09379178,0.76713336,0.5486374,0.09760299
83A,-0.14790659,0.9359334,0.61122525,0.16586785
83B,-0.079867505,0.943561,0.5423447,0.19653209
840A,0.030548796,0.894452,0.4578337,0.1333579
840B,0.0031302674,0.8656885,0.4812331,0.12081532
841A,0.10781991,0.7759087,0.5102105,0.08836486
841B,-0.46666667,0.71903217,0.5168308,0.08725741
842A,-0.053159043,0.95823663,0.34468964,0.13006708
842B,-0.053875238,0.9015483,0.3159032,0.14200662
843A,-0.03507271,0.8553978,0.5303607,0.24137017
843B,-0.024507834,0.871737,0.5184734,0.24033813
844A,-0.2715655,0.9546248,0.68280256,0.218111
844B,-0.38043478,0.9626327,0.7668074,0.17953646
845A,0.44723618,0.8959423,0.8153415,0.028034002
845B,0.60948443,0.8947368,0.81692696,0.027267404
846A,-0.46119624,0.808867,0.4305483,0.14961462
846B,-0.5643856,0.86820036,0.42390904,0.16811438
847A,0.08411215,0.9249707,0.66724145,0.16252182
847B,-0.08095781,0.92178774,0.7011956,0.14530307
848A,-0.10276002,0.81553704,0.42302588,0.19470613
848B,-0.10995671,0.7801047,0.26374593,0.1621059
849A,-0.10475568,0.87892723,0.75763714,0.056762524
849B,0.23845428,0.87277514,0.7447817,0.046816405
84A,-0.11042508,0.89360905,0.4546181,0.24170886
84B,-0.0671527,0.89345324,0.57469964,0.18686911
850A,0.05247898,0.9532668,0.77431226,0.10862407
850B,0.01297097,0.9650638,0.7650965,0.104417704
851A,-0.04968153,0.78223497,0.42059308,0.101946026
851B,-0.17032968,0.87775064,0.47115064,0.10475672
852A,-0.2137031,0.93098277,0.5723492,0.21591105
852B,-0.278169,0.9392761,0.50984764,0.21516302
853A,0.09536542,0.8993273,0.41205966,0.13703795
853B,0.089108914,0.85682917,0.45933026,0.14027935
854A,-0.19817768,0.8225146,0.50966823,0.11619819
854B,0.19724771,0.78497326,0.49968073,0.044929687
855A,-0.26679897,0.8864912,0.5423416,0.12442108
855B,0.05722071,0.9145976,0.5893115,0.11463206
856A,0.1230808,0.91621214,0.78075945,0.09820763
856B,-0.15736552,0.92949045,0.84705746,0.1125017
857A,-0.4366454,0.8940237,0.4179418,0.13746062
857B,-0.72,0.89457834,0.44241226,0.17983577
858A,-0.010135135,0.9285714,0.7108435,0.06350678
858B,-0.11801242,0.9055794,0.6814346,0.072609454
859A,-0.4423745,0.92914724,0.5854512,0.22920287
859B,-0.3907875,0.921203,0.58082277,0.23339
85A,0.094942026,0.9392659,0.48909754,0.09315363
85B,0.11608391,0.9549707,0.51465523,0.12855549
860A,0.21020949,0.85973084,0.6578441,0.067683116
860B,0.12576832,0.8514559,0.66048384,0.06519343
861A,-0.5154185,0.89168113,0.41908103,0.18226376
861B,-0.47956133,0.9074136,0.35141528,0.1515993
862A,-0.9858156,0.94167167,0.64901924,0.27387777
862B,-0.96875,0.9492895,0.6610159,0.2440291
863A,-0.32401526,0.9257673,0.39982426,0.16364534
863B,-0.080328904,0.9160207,0.37674353,0.14698069
864A,-0.14453782,0.81255686,0.37152213,0.17244221
864B,-0.24151185,0.8819368,0.42356062,0.19827884
865A,0.27549824,0.8446777,0.68619776,0.061770756
865B,0.2753371,0.8907869,0.6945001,0.06467278
866A,-0.4099379,0.8898078,0.39418975,0.28290522
866B,-0.35015136,0.8913738,0.7240031,0.231224
867A,0.34784135,0.93841463,0.89577925,0.041015115
867B,0.41940188,0.9410092,0.9015417,0.020522602
868A,-0.4921191,0.93036026,0.8230541,0.23152737
868B,0.6282946,0.9273151,0.8669462,0.02071833
869A,-0.21413721,0.8890667,0.3992607,0.19721025
869B,0.08275174,0.88950276,0.49648094,0.20358047
86A,-0.040849272,0.79756534,0.3450054,0.1299807
86B,0.04690743,0.7841349,0.32466537,0.1385287
870A,-0.41158536,0.9440525,0.5311362,0.23440705
870B,-0.4187192,0.9187069,0.5390997,0.2407966
871A,-0.27113703,0.8904301,0.46777773,0.13960908
871B,-0.35694656,0.9151028,0.476967,0.19467418
872A,0.21856365,0.9288402,0.8433393,0.06980345
872B,0.3444414,0.92699295,0.8555265,0.05413723
873A,0.54131967,0.9252861,0.85633683,0.020972267
873B,0.461822,0.92315084,0.85225326,0.023091752
874A,-0.0033994333,0.86728483,0.4731325,0.14710493
874B,0.07872697,0.8744113,0.52269757,0.1429528
875A,0.049749162,0.84158105,0.63410306,0.0987744
875B,-0.68231046,0.8864027,0.5955901,0.13400635
876A,-0.18228719,0.862038,0.47034243,0.14889412
876B,-0.09379968,0.86235756,0.45394924,0.13170816
877A,-0.44802496,0.88466877,0.571675,0.15014118
877B,0.18771186,0.8781184,0.63858384,0.15505233
878A,-0.4127726,0.9163927,0.53739935,0.14389968
878B,-0.27878788,0.922385,0.6257277,0.16172531
879A,-0.41196582,0.8485059,0.50383615,0.11882718
879B,0.023558082,0.88482416,0.58867335,0.082308136
87A,0.19806296,0.8594531,0.5087422,0.081186146
87B,0.22523344,0.84144086,0.51314026,0.06756748
880A,-0.0058577405,0.89827365,0.62081724,0.11501894
880B,-0.5163399,0.9031286,0.63634825,0.1660887
881A,0.09860423,0.7516285,0.6597194,0.031665448
881B,0.47075903,0.76468277,0.6670762,0.030991726
882A,0.053133514,0.9178213,0.65944135,0.11888112
882B,-0.2951945,0.9330855,0.6550349,0.12033793
883A,-0.29495615,0.8906449,0.7143254,0.13327815
883B,-0.19409594,0.89542484,0.7368742,0.13085201
884A,-0.33333334,0.9011108,0.5433804,0.12413303
884B,-0.22692308,0.9107639,0.5862129,0.12589292
885A,-0.32034248,0.91241354,0.48735046,0.14213464
885B,-0.08431044,0.91654134,0.5307157,0.1463544
886A,0.06810204,0.9110111,0.7220715,0.12448691
886B,0.02838838,0.8994458,0.6618706,0.1436539
887A,-0.9459459,0.9681236,0.60447335,0.09944453
887B,-0.69536424,0.9273356,0.54034495,0.10394459
888A,-0.3056093,0.9399015,0.5313848,0.19523856
888B,-0.29917106,0.9993667,0.54344654,0.18269415
889A,0.062432725,0.88916624,0.43683052,0.2014489
889B,0.052328374,0.8809907,0.47737083,0.18519412
88A,0.43146417,0.856833,0.76061594,0.031610787
88B,0.35986453,0.855144,0.74885523,0.03336678
890A,-0.99603176,0.94651014,0.14045723,0.53803104
890B,-0.99298245,0.9497207,0.063634634,0.61434543
891A,-0.7486911,0.89001846,0.51713896,0.11616889
891B,-1.0,0.87648576,0.4609084,0.1897976
892A,-0.113702625,0.8887075,0.4985492,0.1361176
892B,-0.43823528,0.8907529,0.44977713,0.13977073
893A,0.09342704,0.8771457,0.6501338,0.10151295
893B,0.076195136,0.88586533,0.70658815,0.09882779
894A,-0.26386556,0.8920724,0.31999213,0.11735119
894B,-0.28759894,0.87843704,0.37652057,0.13474639
895A,-0.46165264,0.90186536,0.6843463,0.17643943
895B,-0.2657385,0.91241753,0.62328225,0.20737997
896A,-0.0009237022,0.90471625,0.5624713,0.12503217
896B,0.09267793,0.9148372,0.5748316,0.10756859
897A,-0.028945554,0.8990376,0.6672809,0.12012927
897B,-0.18688525,0.89607674,0.7037541,0.16464047
898A,-0.12905551,0.8735927,0.650161,0.14862147
898B,0.10898531,0.87290895,0.74568594,0.08897887
899A,0.27226228,0.91329175,0.81457853,0.062895976
899B,0.1738306,0.9035318,0.7578018,0.109753706
89A,-0.3611594,0.9190184,0.62802374,0.1930933
89B,-0.4751491,0.9102443,0.62108946,0.18826433
8A,-0.38848922,0.95913666,0.49404478,0.23872757
8B,-0.45365053,0.9647168,0.56218934,0.22913283
900A,-0.982906,0.94323325,-0.25778714,0.46442583
900B,-0.7136752,0.9313012,-0.4009037,0.12800194
901A,-0.22962964,0.84175706,0.46526802,0.15658025
901B,-0.25324115,0.85106385,0.47099996,0.18496202
902A,0.016747534,0.91772944,0.40871698,0.14100243
902B,-0.42945418,0.7900897,0.34483063,0.12743792
903A,-0.071428575,0.8977549,0.2567644,0.19627173
903B,-0.14725275,0.8843683,0.4247258,0.17639671
904A,0.21639657,0.9675951,0.57120126,0.09855336
904B,-0.10092744,0.8635927,0.49628055,0.112469055
905A,-0.99019605,0.9390181,0.2501165,0.6332473
905B,-0.98039216,0.9236326,0.40024912,0.45699397
906A,0.13268608,0.79075426,0.42499632,0.10782949
906B,0.09239766,0.8072289,0.42636698,0.123406574
907A,-0.31544256,0.8805827,0.65079355,0.11591716
907B,-0.15587428,0.8930826,0.6746275,0.14335382
908A,0.104739614,0.8555229,0.60956365,0.10818066
908B,0.13275668,0.8761905,0.597253,0.11707495
909A,-0.32021195,0.89400417,0.57731426,0.14754479
909B,-0.4777956,0.90897155,0.53490657,0.18621953
90A,-0.0068667843,0.92700255,0.5832803,0.19751646
90B,0.15067407,0.9240868,0.51832646,0.22022036
910A,-0.0024125453,0.9088803,0.57160264,0.1850815
910B,-0.0043975376,0.90813124,0.466384,0.14577773
911A,-0.6465638,-0.30112922,-0.4457879,0.07171335
911B,-0.6637998,-0.41798943,-0.54464793,0.035935897
912A,-0.30567965,0.8589962,0.7644472,0.07821164
912B,-0.35034674,0.877551,0.7291726,0.10598562
913A,0.14579508,0.8502437,0.46626002,0.12357056
913B,0.19862029,0.8336958,0.44984865,0.125397
914A,-0.30615997,0.8687273,0.3071531,0.19063367
914B,-0.28659877,0.8666828,0.33222154,0.19939531
915A,-0.38604078,0.9136977,0.17655443,0.49116537
915B,-0.414966,0.89160573,0.7304962,0.13528301
916A,0.38146457,0.7894027,0.62843513,0.051214855
916B,0.33127698,0.7859238,0.57298404,0.05158982
917A,0.63103956,0.9054923,0.84928685,0.018947337
917B,0.62474227,0.9050568,0.84691304,0.018992914
918A,-0.40809968,0.9226354,0.540619,0.19754678
918B,-0.31707317,0.9152306,0.083401196,0.3611767
