Latitud,Longitudes,Cloudiness Mean,Water percentage Mean,Vegetation percentage Mean,Year,Month,Duration_Days,NDVI_Mean_A,NDVI_Std_A,RGB_Mean_A,RGB_Std_A,VV_Mean_A,VV_Std_A,VH_Mean_A,VH_Std_A,NDVI_Mean_B,NDVI_Std_B,RGB_Mean_B,RGB_Std_B,VV_Mean_B,VV_Std_B,VH_Mean_B,VH_Std_B
-4.260813245817346,-42.45201239302901,0.9164767142857144,0.5092597142857143,81.04619728571429,2023,7,92,0.6360892,0.13479924,47.26887,17.973623,129.40436,16.233427,75.07996,18.801544,0.6062806,0.13975959,50.07716,18.500435,126.32953,17.398203,73.15779,20.138504
-0.9518233392936396,34.74860646795474,0.044807,34.926793,62.941676,2021,4,91,0.7393024,0.12767804,36.650253,18.976166,138.56966,16.403421,84.199326,14.644217,0.7162194,0.14661047,38.86084,22.044598,136.46121,18.150671,81.92021,16.621742
-27.94754095854987,-58.51800496336737,0.64702765,4.507100499999999,89.13286145,2020,1,91,0.67490447,0.08637885,37.069183,14.221649,110.758545,13.481473,59.613323,14.55483,0.671854,0.078455605,35.21932,12.052836,105.51272,13.246364,56.924175,12.92479
3.307739676095103,19.34148267598217,1.799562,0.0,92.560589,2019,6,92,0.6970229,0.1782095,50.29802,22.871435,138.7162,16.399141,84.52152,15.061485,0.72766143,0.17451715,42.468807,17.913172,140.17586,16.242643,85.015144,14.668036
17.4446795719212,-100.9805716997148,2.509463,38.88849433333333,31.50874033333333,2019,1,90,0.54806805,0.17294338,51.95647,26.785772,132.78017,29.01033,82.799385,27.442595,0.42805022,0.14293483,66.28971,28.709967,131.1183,22.924187,80.189514,22.601254
38.03673363941131,32.27391022708002,0.926004,0.3023130000000001,21.300198,2021,4,91,0.30455285,0.12230469,106.138466,34.914165,110.89452,19.114054,42.08789,19.450699,0.24707808,0.106329456,117.21881,37.56159,123.69271,25.115145,57.63081,23.96339
-36.17457905162138,143.47931880129,0.7699529285714286,0.8143177857142857,63.44255478571428,2020,5,92,0.61122525,0.16586785,44.52808,17.731873,106.89019,14.510268,42.585045,15.390625,0.5423447,0.19653209,46.058258,21.904142,108.18014,13.919858,42.31794,17.191387
22.93821074595773,72.63410468831637,0.0004845,0.4634625,71.6982485,2023,7,92,0.4546181,0.24170886,82.3496,47.03014,145.81023,28.394358,86.8422,25.683405,0.57469964,0.18686911,66.188484,36.23493,133.38817,17.381466,73.95016,16.521103
-37.43430124800184,-60.01334409557751,0.5533955,0.3488896666666666,50.42263366666666,2019,5,92,0.48909754,0.09315363,49.412296,20.078783,97.07369,13.298461,24.925913,15.240146,0.51465523,0.12855549,45.703465,18.7754,99.226555,13.811578,26.594383,14.531878
-16.40426230882967,33.41795094275574,0.2472775,0.5935705,56.1948325,2019,9,91,0.3450054,0.1299807,78.035484,25.343279,106.82239,19.759268,50.30879,27.202124,0.32466537,0.1385287,77.9696,26.779694,111.74676,26.774065,57.043385,30.410612
